timestamp,est_px,est_py,est_pz,est_vx,est_vy,est_vz,est_ax,est_ay,est_az,est_qw,est_qx,est_qy,est_qz,des_px,des_py,des_pz,des_vx,des_vy,des_vz,des_ax,des_ay,des_az,int_x,int_y,int_z,ref_mask
1695219469580213472,-0.115003,0.0794011,-0.441575,-0.252936,0.0554437,-0.689294,0.124831,-0.88034,0.361119,0.719518,0.00513275,-0.0245196,-0.694022,-0.00735736,-0.0104812,-0.534254,0.129175,-0.134823,-0.139018,0,0,0,0.0262917,-0.0234092,0.0839131,1
1695219469588688288,-0.126706,0.0824423,-0.474744,-0.258648,0.0473869,-0.684826,-0.305395,-0.43494,-0.997659,0.720282,0.00598199,-0.0274997,-0.69311,-0.00735736,-0.0104812,-0.534254,0.143219,-0.139385,-0.089265,0,0,0,0.0262917,-0.0234092,0.0839131,1
1695219469599212416,-0.129725,0.0831088,-0.482972,-0.265982,0.045637,-0.675346,-0.305395,-0.43494,-0.997659,0.720282,0.00598199,-0.0274997,-0.69311,-0.00735736,-0.0104812,-0.534254,0.146841,-0.140385,-0.0769229,0,0,0,0.0294545,-0.0248792,0.090944,1
1695219469608824672,-0.132806,0.0837677,-0.491099,-0.271117,0.0445404,-0.672903,-0.728017,-0.110932,1.22468,0.720419,0.00605198,-0.0289181,-0.69291,-0.00735736,-0.0104812,-0.574254,0.150538,-0.141373,-0.124732,0,0,0,0.0307909,-0.0254813,0.0938498,1
1695219469618691456,-0.132806,0.0837677,-0.491099,-0.271117,0.0445404,-0.672903,-0.728017,-0.110932,1.22468,0.720419,0.00605198,-0.0289181,-0.69291,-0.00735736,-0.0104812,-0.574254,0.150538,-0.141373,-0.124732,0,0,0,0.0307909,-0.0254813,0.0938498,1
1695219469628985472,-0.132806,0.0837677,-0.491099,-0.271117,0.0445404,-0.672903,-0.728017,-0.110932,1.22468,0.720419,0.00605198,-0.0289181,-0.69291,-0.00735736,-0.0104812,-0.574254,0.150538,-0.141373,-0.124732,0,0,0,0.0307909,-0.0254813,0.0938498,1
1695219469638762240,-0.132806,0.0837677,-0.491099,-0.271117,0.0445404,-0.672903,-0.728017,-0.110932,1.22468,0.720419,0.00605198,-0.0289181,-0.69291,-0.00735736,-0.0104812,-0.574254,0.150538,-0.141373,-0.124732,0,0,0,0.0307909,-0.0254813,0.0938498,1
1695219469649015680,-0.145183,0.0857519,-0.522887,-0.269348,0.0312944,-0.655707,0.291712,-0.338026,0.572039,0.720341,0.00762386,-0.0306109,-0.692902,-0.00735736,-0.0104812,-0.614254,0.165391,-0.14435,-0.13705,0,0,0,0.0307909,-0.0254813,0.0938498,1
1695219469658711520,-0.145183,0.0857519,-0.522887,-0.269348,0.0312944,-0.655707,0.291712,-0.338026,0.572039,0.720341,0.00762386,-0.0306109,-0.692902,-0.00735736,-0.0104812,-0.614254,0.165391,-0.14435,-0.13705,0,0,0,0.0347218,-0.0270695,0.100884,1
1695219469668642688,-0.145183,0.0857519,-0.522887,-0.269348,0.0312944,-0.655707,0.291712,-0.338026,0.572039,0.720341,0.00762386,-0.0306109,-0.692902,-0.00735736,-0.0104812,-0.614254,0.165391,-0.14435,-0.13705,0,0,0,0.0347218,-0.0270695,0.100884,1
1695219469678699616,-0.145183,0.0857519,-0.522887,-0.269348,0.0312944,-0.655707,0.291712,-0.338026,0.572039,0.720341,0.00762386,-0.0306109,-0.692902,-0.00735736,-0.0104812,-0.614254,0.165391,-0.14435,-0.13705,0,0,0,0.0347218,-0.0270695,0.100884,1
1695219469688992576,-0.157632,0.0867706,-0.553699,-0.278011,0.0161349,-0.649893,-0.103474,-0.172754,0.416365,0.720356,0.00873612,-0.0317289,-0.692824,-0.00735736,-0.0104812,-0.614254,0.18033,-0.145878,-0.0908327,0,0,0,0.0347218,-0.0270695,0.100884,1
